"","Island","Species","Year","COUNT","CUM_FREQ","No_specimen_year"
"1290","South","Iris pseudacorus",1963,1,5,200
"1659","South","Iris pseudacorus",1968,1,6,139
"1870","South","Iris pseudacorus",1970,1,7,283
"2098","South","Iris pseudacorus",1972,1,8,218
"2231","South","Iris pseudacorus",1973,1,9,261
"2429","South","Iris pseudacorus",1975,1,10,253
"2970","South","Iris pseudacorus",1980,1,11,150
"3061","South","Iris pseudacorus",1981,1,12,158
"4308","South","Iris pseudacorus",1998,2,14,68
"4454","South","Iris pseudacorus",2000,1,15,72
"1392","South","Juncus articulatus",1964,1,1,104
"1441","South","Juncus articulatus",1965,1,2,92
"1503","South","Juncus articulatus",1966,1,3,101
"1937","South","Juncus articulatus",1971,1,4,182
"2753","South","Juncus articulatus",1978,3,7,125
"3008","South","Juncus articulatus",1980,1,8,150
"3257","South","Juncus articulatus",1983,1,9,76
"3328","South","Juncus articulatus",1984,5,14,131
"3398","South","Juncus articulatus",1985,1,15,153
"3615","South","Juncus articulatus",1987,1,16,171
"3893","South","Juncus articulatus",1992,3,19,118
"4088","South","Juncus articulatus",1994,2,21,158
"4209","South","Juncus articulatus",1996,1,22,78
"4282","South","Juncus articulatus",1997,1,23,69
"4328","South","Juncus articulatus",1998,3,26,68
"4449","South","Juncus articulatus",2000,1,27,72
"2842","South","Juncus bulbosus",1979,1,1,156
"3268","South","Juncus bulbosus",1984,2,3,131
"3429","South","Juncus bulbosus",1985,4,7,153
"3493","South","Juncus bulbosus",1986,1,8,114
"3961","South","Juncus bulbosus",1992,1,9,118
"3983","South","Juncus bulbosus",1993,2,11,143
"4233","South","Juncus bulbosus",1996,1,12,78
"4609","South","Juncus bulbosus",2004,1,13,39
"1537","South","Juncus effusus",1966,1,1,101
"2420","South","Juncus effusus",1975,1,2,253
"2939","South","Juncus effusus",1980,1,3,150
"3283","South","Juncus effusus",1984,1,4,131
"3382","South","Juncus effusus",1985,5,9,153
"3466","South","Juncus effusus",1986,1,10,114
"3559","South","Juncus effusus",1987,2,12,171
"3674","South","Juncus effusus",1988,3,15,128
"3900","South","Juncus effusus",1992,1,16,118
"4372","South","Juncus effusus",1999,1,17,78
"4521","South","Juncus effusus",2001,1,18,47
"421","South","Juncus squarrosus",1946,1,1,24
"802","South","Juncus squarrosus",1955,1,2,64
"870","South","Juncus squarrosus",1957,1,3,88
"1031","South","Juncus squarrosus",1959,1,4,157
"1133","South","Juncus squarrosus",1961,1,5,134
"1236","South","Juncus squarrosus",1962,1,6,124
"1504","South","Juncus squarrosus",1966,1,7,101
"1593","South","Juncus squarrosus",1967,1,8,85
"1679","South","Juncus squarrosus",1968,1,9,139
"1969","South","Juncus squarrosus",1971,1,10,182
"2244","South","Juncus squarrosus",1973,2,12,261
"2481","South","Juncus squarrosus",1975,1,13,253
"2581","South","Juncus squarrosus",1976,1,14,158
"2797","South","Juncus squarrosus",1978,1,15,125
"3001","South","Juncus squarrosus",1980,1,16,150
"3092","South","Juncus squarrosus",1981,1,17,158
"3389","South","Juncus squarrosus",1985,1,18,153
"3502","South","Juncus squarrosus",1986,1,19,114
"3820","South","Juncus squarrosus",1990,1,20,80
"4003","South","Juncus squarrosus",1993,1,21,143
"4310","South","Juncus squarrosus",1998,1,22,68
"799","South","Lagarosiphon major",1955,3,3,64
"1173","South","Lagarosiphon major",1961,1,4,134
"1288","South","Lagarosiphon major",1963,1,5,200
"2056","South","Lagarosiphon major",1972,2,7,218
"2221","South","Lagarosiphon major",1973,2,9,261
"3496","South","Lagarosiphon major",1986,1,10,114
"3677","South","Lagarosiphon major",1988,2,12,128
"3910","South","Lagarosiphon major",1992,1,13,118
"4519","South","Lagarosiphon major",2001,1,14,47
"157","South","Leycesteria formosa",1933,1,1,4
"283","South","Leycesteria formosa",1941,1,2,43
"649","South","Leycesteria formosa",1953,1,3,129
"1069","South","Leycesteria formosa",1959,1,4,157
"1233","South","Leycesteria formosa",1962,2,6,124
"1470","South","Leycesteria formosa",1965,1,7,92
"1608","South","Leycesteria formosa",1967,1,8,85
"1696","South","Leycesteria formosa",1968,2,10,139
"1768","South","Leycesteria formosa",1969,1,11,136
"2079","South","Leycesteria formosa",1972,6,17,218
"2352","South","Leycesteria formosa",1975,1,18,253
"2533","South","Leycesteria formosa",1976,1,19,158
"2666","South","Leycesteria formosa",1977,3,22,299
"2755","South","Leycesteria formosa",1978,1,23,125
"2947","South","Leycesteria formosa",1980,1,24,150
"3174","South","Leycesteria formosa",1982,2,26,130
"3300","South","Leycesteria formosa",1984,3,29,131
"3598","South","Leycesteria formosa",1987,1,30,171
"4053","South","Leycesteria formosa",1993,1,31,143
"4140","South","Leycesteria formosa",1994,1,32,158
"4378","South","Leycesteria formosa",1999,1,33,78
"4440","South","Leycesteria formosa",2000,2,35,72
"4507","South","Leycesteria formosa",2001,1,36,47
"4618","South","Leycesteria formosa",2004,1,37,39
"328","South","Leymus racemosus",1943,1,1,25
"427","South","Leymus racemosus",1947,1,2,43
"581","South","Leymus racemosus",1951,1,3,58
"808","South","Leymus racemosus",1955,1,4,64
"872","South","Leymus racemosus",1957,1,5,88
"969","South","Leymus racemosus",1958,2,7,191
"1093","South","Leymus racemosus",1960,1,8,43
"1121","South","Leymus racemosus",1961,1,9,134
"1240","South","Leymus racemosus",1962,1,10,124
"1337","South","Leymus racemosus",1963,2,12,200
"1443","South","Leymus racemosus",1965,1,13,92
"1513","South","Leymus racemosus",1966,1,14,101
"1929","South","Leymus racemosus",1970,1,15,283
"2529","South","Leymus racemosus",1976,2,17,158
"2718","South","Leymus racemosus",1977,2,19,299
"3218","South","Leymus racemosus",1983,2,21,76
"3954","South","Leymus racemosus",1992,1,22,118
"4354","South","Leymus racemosus",1998,1,23,68
"4389","South","Leymus racemosus",1999,1,24,78
"1057","South","Ligustrum sinense",1959,1,1,157
"2482","South","Ligustrum sinense",1975,1,2,253
"3864","South","Ligustrum sinense",1991,1,3,114
"4312","South","Ligustrum sinense",1998,1,4,68
"5","South","Lolium perenne",1872,1,1,5
"223","South","Lolium perenne",1939,2,3,29
"755","South","Lolium perenne",1954,1,4,83
"923","South","Lolium perenne",1958,1,5,191
"1055","South","Lolium perenne",1959,2,7,157
"1260","South","Lolium perenne",1963,1,8,200
"1570","South","Lolium perenne",1967,1,9,85
"1753","South","Lolium perenne",1969,2,11,136
"1847","South","Lolium perenne",1970,8,19,283
"1941","South","Lolium perenne",1971,1,20,182
"2036","South","Lolium perenne",1972,1,21,218
"2150","South","Lolium perenne",1973,2,23,261
"2264","South","Lolium perenne",1974,2,25,142
"2448","South","Lolium perenne",1975,1,26,253
"2589","South","Lolium perenne",1976,1,27,158
"2610","South","Lolium perenne",1977,3,30,299
"2757","South","Lolium perenne",1978,1,31,125
"2845","South","Lolium perenne",1979,1,32,156
"2983","South","Lolium perenne",1980,1,33,150
"3136","South","Lolium perenne",1982,3,36,130
"3334","South","Lolium perenne",1984,1,37,131
"3415","South","Lolium perenne",1985,1,38,153
"3508","South","Lolium perenne",1986,1,39,114
"3649","South","Lolium perenne",1988,2,41,128
"4128","South","Lolium perenne",1994,2,43,158
"4203","South","Lolium perenne",1996,1,44,78
"347","South","Lonicera japonica",1944,1,1,34
"701","South","Lonicera japonica",1953,3,4,129
"764","South","Lonicera japonica",1954,1,5,83
"1045","South","Lonicera japonica",1959,1,6,157
"1332","South","Lonicera japonica",1963,1,7,200
"1787","South","Lonicera japonica",1969,1,8,136
"1899","South","Lonicera japonica",1970,1,9,283
"2029","South","Lonicera japonica",1971,1,10,182
"2520","South","Lonicera japonica",1976,1,11,158
"2603","South","Lonicera japonica",1977,2,13,299
"2957","South","Lonicera japonica",1980,1,14,150
"3339","South","Lonicera japonica",1984,1,15,131
"3357","South","Lonicera japonica",1985,2,17,153
"3945","South","Lonicera japonica",1992,1,18,118
"3967","South","Lonicera japonica",1993,1,19,143
"4250","South","Lonicera japonica",1996,1,20,78
"4417","South","Lonicera japonica",1999,1,21,78
"4464","South","Lonicera japonica",2000,2,23,72
"4515","South","Lonicera japonica",2001,1,24,47
"4539","South","Lonicera japonica",2002,1,25,37
"4598","South","Lonicera japonica",2004,4,29,39
"4641","South","Lonicera japonica",2005,6,35,35
"46","South","Lotus pedunculatus",1918,1,1,2
"471","South","Lotus pedunculatus",1948,1,2,29
"536","South","Lotus pedunculatus",1950,1,3,81
"599","South","Lotus pedunculatus",1952,1,4,63
"775","South","Lotus pedunculatus",1955,2,6,64
"878","South","Lotus pedunculatus",1957,3,9,88
"954","South","Lotus pedunculatus",1958,3,12,191
"1083","South","Lotus pedunculatus",1960,1,13,43
"1175","South","Lotus pedunculatus",1961,3,16,134
"1202","South","Lotus pedunculatus",1962,4,20,124
"1353","South","Lotus pedunculatus",1963,1,21,200
"1384","South","Lotus pedunculatus",1964,3,24,104
"1456","South","Lotus pedunculatus",1965,1,25,92
"1609","South","Lotus pedunculatus",1967,1,26,85
"1680","South","Lotus pedunculatus",1968,1,27,139
"1778","South","Lotus pedunculatus",1969,2,29,136
"1854","South","Lotus pedunculatus",1970,3,32,283
"1997","South","Lotus pedunculatus",1971,1,33,182
"2107","South","Lotus pedunculatus",1972,3,36,218
"2255","South","Lotus pedunculatus",1973,14,50,261
"2287","South","Lotus pedunculatus",1974,1,51,142
"2586","South","Lotus pedunculatus",1976,5,56,158
"2693","South","Lotus pedunculatus",1977,3,59,299
"2810","South","Lotus pedunculatus",1978,2,61,125
"2846","South","Lotus pedunculatus",1979,3,64,156
"3172","South","Lotus pedunculatus",1982,2,66,130
"3340","South","Lotus pedunculatus",1984,3,69,131
"3405","South","Lotus pedunculatus",1985,2,71,153
"3529","South","Lotus pedunculatus",1987,2,73,171
"4102","South","Lotus pedunculatus",1994,1,74,158
"4320","South","Lotus pedunculatus",1998,1,75,68
"4481","South","Lotus pedunculatus",2000,1,76,72
"4501","South","Lotus pedunculatus",2001,2,78,47
"4672","South","Lotus pedunculatus",2007,1,79,15
"801","South","Ludwigia palustris",1955,2,2,64
"2499","South","Ludwigia palustris",1976,2,4,158
"3916","South","Ludwigia palustris",1992,1,5,118
"253","South","Lupinus arboreus",1940,1,1,36
"916","South","Lupinus arboreus",1958,1,2,191
"1435","South","Lupinus arboreus",1965,2,4,92
"1689","South","Lupinus arboreus",1968,1,5,139
"1835","South","Lupinus arboreus",1970,3,8,283
"2005","South","Lupinus arboreus",1971,5,13,182
"2062","South","Lupinus arboreus",1972,1,14,218
"2190","South","Lupinus arboreus",1973,2,16,261
"2329","South","Lupinus arboreus",1974,1,17,142
"2569","South","Lupinus arboreus",1976,1,18,158
"2691","South","Lupinus arboreus",1977,5,23,299
"2900","South","Lupinus arboreus",1979,3,26,156
"2978","South","Lupinus arboreus",1980,1,27,150
"3020","South","Lupinus arboreus",1981,2,29,158
"3402","South","Lupinus arboreus",1985,2,31,153
"3579","South","Lupinus arboreus",1987,1,32,171
"4090","South","Lupinus arboreus",1994,1,33,158
"4223","South","Lupinus arboreus",1996,1,34,78
"387","South","Lupinus polyphyllus",1945,2,2,59
"631","South","Lupinus polyphyllus",1952,3,5,63
"750","South","Lupinus polyphyllus",1954,2,7,83
"910","South","Lupinus polyphyllus",1957,1,8,88
"1589","South","Lupinus polyphyllus",1967,1,9,85
"1711","South","Lupinus polyphyllus",1968,1,10,139
"1888","South","Lupinus polyphyllus",1970,1,11,283
"2014","South","Lupinus polyphyllus",1971,2,13,182
"2556","South","Lupinus polyphyllus",1976,2,15,158
"2724","South","Lupinus polyphyllus",1977,1,16,299
"2808","South","Lupinus polyphyllus",1978,1,17,125
"2893","South","Lupinus polyphyllus",1979,1,18,156
"4126","South","Lupinus polyphyllus",1994,1,19,158
"996","South","Lycium ferocissimum",1958,1,1,191
"1298","South","Lycium ferocissimum",1963,1,2,200
"1421","South","Lycium ferocissimum",1964,1,3,104
"1436","South","Lycium ferocissimum",1965,1,4,92
"1690","South","Lycium ferocissimum",1968,1,5,139
"1869","South","Lycium ferocissimum",1970,1,6,283
"1972","South","Lycium ferocissimum",1971,1,7,182
"2234","South","Lycium ferocissimum",1973,1,8,261
"2267","South","Lycium ferocissimum",1974,1,9,142
"3005","South","Lycium ferocissimum",1980,1,10,150
"3152","South","Lycium ferocissimum",1982,2,12,130
"3254","South","Lycium ferocissimum",1983,1,13,76
"3375","South","Lycium ferocissimum",1985,1,14,153
"3518","South","Lycium ferocissimum",1987,1,15,171
"3700","South","Lycium ferocissimum",1989,1,16,92
"4457","South","Lycium ferocissimum",2000,1,17,72
"727","South","Lythrum salicaria",1954,1,1,83
"1008","South","Lythrum salicaria",1959,1,2,157
"1106","South","Lythrum salicaria",1960,1,3,43
"1342","South","Lythrum salicaria",1963,2,5,200
"1516","South","Lythrum salicaria",1966,1,6,101
"1672","South","Lythrum salicaria",1968,1,7,139
"1788","South","Lythrum salicaria",1969,2,9,136
"1903","South","Lythrum salicaria",1970,2,11,283
"2467","South","Lythrum salicaria",1975,1,12,253
"2717","South","Lythrum salicaria",1977,1,13,299
"2798","South","Lythrum salicaria",1978,1,14,125
"3297","South","Lythrum salicaria",1984,3,17,131
"3544","South","Lythrum salicaria",1987,2,19,171
"4018","South","Lythrum salicaria",1993,1,20,143
"4438","South","Lythrum salicaria",2000,1,21,72
"4522","South","Lythrum salicaria",2001,2,23,47
"1458","South","Metrosideros excelsa",1965,1,1,92
"1898","South","Metrosideros excelsa",1970,1,2,283
"2566","South","Metrosideros excelsa",1976,1,3,158
"4346","South","Metrosideros excelsa",1998,1,4,68
"4649","South","Metrosideros excelsa",2005,1,5,35
"330","South","Mimulus guttatus",1943,1,1,25
"417","South","Mimulus guttatus",1946,1,2,24
"568","South","Mimulus guttatus",1950,1,3,81
"619","South","Mimulus guttatus",1952,1,4,63
"810","South","Mimulus guttatus",1955,1,5,64
"856","South","Mimulus guttatus",1956,1,6,94
"881","South","Mimulus guttatus",1957,2,8,88
"960","South","Mimulus guttatus",1958,1,9,191
"1174","South","Mimulus guttatus",1961,2,11,134
"1246","South","Mimulus guttatus",1962,7,18,124
"1396","South","Mimulus guttatus",1964,2,20,104
"1525","South","Mimulus guttatus",1966,3,23,101
"1571","South","Mimulus guttatus",1967,1,24,85
"1702","South","Mimulus guttatus",1968,1,25,139
"1859","South","Mimulus guttatus",1970,3,28,283
"1936","South","Mimulus guttatus",1971,4,32,182
"2049","South","Mimulus guttatus",1972,2,34,218
"2155","South","Mimulus guttatus",1973,22,56,261
"2284","South","Mimulus guttatus",1974,1,57,142
"2363","South","Mimulus guttatus",1975,2,59,253
"2494","South","Mimulus guttatus",1976,1,60,158
"2692","South","Mimulus guttatus",1977,4,64,299
"2809","South","Mimulus guttatus",1978,1,65,125
"2899","South","Mimulus guttatus",1979,1,66,156
"3006","South","Mimulus guttatus",1980,4,70,150
"3066","South","Mimulus guttatus",1981,1,71,158
"3143","South","Mimulus guttatus",1982,1,72,130
"3578","South","Mimulus guttatus",1987,1,73,171
"3743","South","Mimulus guttatus",1989,1,74,92
"4111","South","Mimulus guttatus",1994,1,75,158
"4562","South","Miscanthus nepalensis",2003,1,1,56
"35","South","Muehlenbeckia australis",1911,1,1,1
"51","South","Muehlenbeckia australis",1919,1,2,6
"59","South","Muehlenbeckia australis",1921,1,3,10
"84","South","Muehlenbeckia australis",1927,1,4,2
"263","South","Muehlenbeckia australis",1940,1,5,36
"335","South","Muehlenbeckia australis",1943,1,6,25
"453","South","Muehlenbeckia australis",1947,1,7,43
"515","South","Muehlenbeckia australis",1949,1,8,59
"590","South","Muehlenbeckia australis",1951,1,9,58
"740","South","Muehlenbeckia australis",1954,3,12,83
"879","South","Muehlenbeckia australis",1957,2,14,88
"1046","South","Muehlenbeckia australis",1959,1,15,157
"1110","South","Muehlenbeckia australis",1960,1,16,43
"1157","South","Muehlenbeckia australis",1961,2,18,134
"1235","South","Muehlenbeckia australis",1962,2,20,124
"1389","South","Muehlenbeckia australis",1964,4,24,104
"1457","South","Muehlenbeckia australis",1965,3,27,92
"1496","South","Muehlenbeckia australis",1966,4,31,101
"1596","South","Muehlenbeckia australis",1967,3,34,85
"1741","South","Muehlenbeckia australis",1969,3,37,136
"1855","South","Muehlenbeckia australis",1970,2,39,283
"1979","South","Muehlenbeckia australis",1971,6,45,182
"2080","South","Muehlenbeckia australis",1972,4,49,218
"2208","South","Muehlenbeckia australis",1973,4,53,261
"2289","South","Muehlenbeckia australis",1974,2,55,142
"2531","South","Muehlenbeckia australis",1976,2,57,158
"2714","South","Muehlenbeckia australis",1977,4,61,299
"2796","South","Muehlenbeckia australis",1978,3,64,125
"3049","South","Muehlenbeckia australis",1981,1,65,158
"3253","South","Muehlenbeckia australis",1983,1,66,76
"3273","South","Muehlenbeckia australis",1984,2,68,131
"3413","South","Muehlenbeckia australis",1985,5,73,153
"3505","South","Muehlenbeckia australis",1986,1,74,114
"3610","South","Muehlenbeckia australis",1987,3,77,171
"3685","South","Muehlenbeckia australis",1988,1,78,128
"3728","South","Muehlenbeckia australis",1989,2,80,92
"3786","South","Muehlenbeckia australis",1990,1,81,80
"3888","South","Muehlenbeckia australis",1992,1,82,118
"4056","South","Muehlenbeckia australis",1993,1,83,143
"4268","South","Muehlenbeckia australis",1997,2,85,69
"1440","South","Myoporum insulare",1965,1,1,92
"1764","South","Myoporum insulare",1969,1,2,136
"2606","South","Myoporum insulare",1977,1,3,299
"2764","South","Myoporum insulare",1978,1,4,125
"3307","South","Myoporum insulare",1984,1,5,131
"4095","South","Myoporum insulare",1994,1,6,158
"4188","South","Myoporum insulare",1996,1,7,78
"4348","South","Myoporum insulare",1998,1,8,68
"3735","South","Myriophyllum aquaticum",1989,1,1,92
"4576","South","Myriophyllum aquaticum",2003,1,2,56
"4671","South","Myriophyllum aquaticum",2007,1,3,15
"142","South","Nardus stricta",1931,1,1,5
"454","South","Nardus stricta",1947,2,3,43
"809","South","Nardus stricta",1955,3,6,64
"1077","South","Nardus stricta",1959,1,7,157
"1247","South","Nardus stricta",1962,2,9,124
"1329","South","Nardus stricta",1963,1,10,200
"1559","South","Nardus stricta",1966,2,12,101
"1697","South","Nardus stricta",1968,1,13,139
"1885","South","Nardus stricta",1970,1,14,283
"2059","South","Nardus stricta",1972,1,15,218
"2193","South","Nardus stricta",1973,1,16,261
"3837","South","Nardus stricta",1991,1,17,114
"4366","South","Nardus stricta",1999,1,18,78
"4579","South","Nardus stricta",2003,1,19,56
"4679","South","Nardus stricta",2007,1,20,15
"281","South","Nassella trichotoma",1941,10,10,43
"299","South","Nassella trichotoma",1942,4,14,25
"2061","South","Nassella trichotoma",1972,1,15,218
"3635","South","Nassella trichotoma",1988,1,16,128
"3770","South","Nassella trichotoma",1990,1,17,80
"3875","South","Nassella trichotoma",1991,2,19,114
"3987","South","Nassella trichotoma",1993,1,20,143
"4166","South","Nassella trichotoma",1995,2,22,48
"4231","South","Nassella trichotoma",1996,1,23,78
"10","South","Nasturtium officinale",1887,1,1,1
"616","South","Nasturtium officinale",1952,1,2,63
"645","South","Nasturtium officinale",1953,1,3,129
"786","South","Nasturtium officinale",1955,1,4,64
"1876","South","Nasturtium officinale",1970,1,5,283
"2243","South","Nasturtium officinale",1973,3,8,261
"2686","South","Nasturtium officinale",1977,2,10,299
"3371","South","Nasturtium officinale",1985,2,12,153
"4216","South","Nasturtium officinale",1996,1,13,78
"67","South","Navarretia squarrosa",1922,1,1,8
"327","South","Navarretia squarrosa",1943,1,2,25
"559","South","Navarretia squarrosa",1950,2,4,81
"637","South","Navarretia squarrosa",1953,1,5,129
"1331","South","Navarretia squarrosa",1963,1,6,200
"1688","South","Navarretia squarrosa",1968,2,8,139
"1772","South","Navarretia squarrosa",1969,4,12,136
"1874","South","Navarretia squarrosa",1970,2,14,283
"2015","South","Navarretia squarrosa",1971,3,17,182
"2139","South","Navarretia squarrosa",1972,2,19,218
"2168","South","Navarretia squarrosa",1973,2,21,261
"2307","South","Navarretia squarrosa",1974,1,22,142
"2700","South","Navarretia squarrosa",1977,1,23,299
"2763","South","Navarretia squarrosa",1978,1,24,125
"2835","South","Navarretia squarrosa",1979,1,25,156
"2923","South","Navarretia squarrosa",1980,2,27,150
"3323","South","Navarretia squarrosa",1984,1,28,131
"3523","South","Navarretia squarrosa",1987,2,30,171
"3854","South","Navarretia squarrosa",1991,1,31,114
"4092","South","Navarretia squarrosa",1994,1,32,158
"4394","South","Navarretia squarrosa",1999,1,33,78
"4431","South","Navarretia squarrosa",2000,1,34,72
"4495","South","Navarretia squarrosa",2001,1,35,47
"4638","South","Navarretia squarrosa",2005,1,36,35
"4660","South","Navarretia squarrosa",2006,1,37,20
"374","South","Onopordum acanthium",1945,1,1,59
"434","South","Onopordum acanthium",1947,1,2,43
"518","South","Onopordum acanthium",1949,1,3,59
"689","South","Onopordum acanthium",1953,1,4,129
"804","South","Onopordum acanthium",1955,4,8,64
"913","South","Onopordum acanthium",1957,1,9,88
"950","South","Onopordum acanthium",1958,3,12,191
"1200","South","Onopordum acanthium",1962,2,14,124
"1344","South","Onopordum acanthium",1963,2,16,200
"1415","South","Onopordum acanthium",1964,2,18,104
"1555","South","Onopordum acanthium",1966,1,19,101
"1676","South","Onopordum acanthium",1968,3,22,139
"1792","South","Onopordum acanthium",1969,1,23,136
"1878","South","Onopordum acanthium",1970,1,24,283
"1954","South","Onopordum acanthium",1971,2,26,182
"2132","South","Onopordum acanthium",1972,1,27,218
"2205","South","Onopordum acanthium",1973,4,31,261
"2321","South","Onopordum acanthium",1974,3,34,142
"2884","South","Onopordum acanthium",1979,1,35,156
"3281","South","Onopordum acanthium",1984,1,36,131
"3414","South","Onopordum acanthium",1985,1,37,153
"3510","South","Onopordum acanthium",1986,1,38,114
"4621","South","Onopordum acanthium",2004,1,39,39
"2290","South","Osteospermum fruticosum",1974,1,1,142
"2656","South","Osteospermum fruticosum",1977,2,3,299
"2940","South","Osteospermum fruticosum",1980,1,4,150
"3075","South","Osteospermum fruticosum",1981,1,5,158
"3487","South","Osteospermum fruticosum",1986,2,7,114
"4663","South","Osteospermum fruticosum",2006,1,8,20
"1693","South","Ottelia ovalifolia",1968,1,1,139
"1795","South","Ottelia ovalifolia",1969,1,2,136
"3050","South","Ottelia ovalifolia",1981,1,3,158
"3161","South","Ottelia ovalifolia",1982,1,4,130
"502","South","Paspalum distichum",1949,1,1,59
"1957","South","Paspalum distichum",1971,1,2,182
"2311","South","Paspalum distichum",1974,2,4,142
"2425","South","Paspalum distichum",1975,1,5,253
"3419","South","Paspalum distichum",1985,3,8,153
"3887","South","Paspalum distichum",1992,1,9,118
"774","South","Passiflora caerulea",1955,1,1,64
"1127","South","Passiflora caerulea",1961,1,2,134
"2719","South","Passiflora caerulea",1977,1,3,299
"3437","South","Passiflora caerulea",1985,1,4,153
"1956","South","Passiflora tarminiana",1971,1,1,182
"2292","South","Passiflora tarminiana",1974,1,2,142
"3065","South","Passiflora tarminiana",1981,1,3,158
"3407","South","Passiflora tarminiana",1985,2,5,153
"4256","South","Passiflora tarminiana",1997,1,6,69
"4371","South","Passiflora tarminiana",1999,1,7,78
"4544","South","Passiflora tarminiana",2002,1,8,37
"696","South","Pennisetum clandestinum",1953,2,2,129
"1143","South","Pennisetum clandestinum",1961,1,3,134
"1398","South","Pennisetum clandestinum",1964,1,4,104
"1793","South","Pennisetum clandestinum",1969,1,5,136
"1964","South","Pennisetum clandestinum",1971,2,7,182
"2091","South","Pennisetum clandestinum",1972,1,8,218
"2322","South","Pennisetum clandestinum",1974,3,11,142
"2574","South","Pennisetum clandestinum",1976,1,12,158
"2650","South","Pennisetum clandestinum",1977,1,13,299
"3004","South","Pennisetum clandestinum",1980,1,14,150
"3350","South","Pennisetum clandestinum",1985,1,15,153
"3923","South","Pennisetum clandestinum",1992,1,16,118
"4413","South","Pennisetum clandestinum",1999,1,17,78
"311","South","Pennisetum macrourum",1942,1,1,25
"342","South","Pennisetum macrourum",1944,1,2,34
"443","South","Pennisetum macrourum",1947,2,4,43
"516","South","Pennisetum macrourum",1949,1,5,59
"744","South","Pennisetum macrourum",1954,1,6,83
"794","South","Pennisetum macrourum",1955,1,7,64
"994","South","Pennisetum macrourum",1958,1,8,191
"1141","South","Pennisetum macrourum",1961,1,9,134
"1193","South","Pennisetum macrourum",1962,2,11,124
"1257","South","Pennisetum macrourum",1963,1,12,200
"1387","South","Pennisetum macrourum",1964,1,13,104
"1553","South","Pennisetum macrourum",1966,2,15,101
"1657","South","Pennisetum macrourum",1968,1,16,139
"1751","South","Pennisetum macrourum",1969,3,19,136
"2050","South","Pennisetum macrourum",1972,2,21,218
"2172","South","Pennisetum macrourum",1973,3,24,261
"2316","South","Pennisetum macrourum",1974,1,25,142
"2512","South","Pennisetum macrourum",1976,1,26,158
"2614","South","Pennisetum macrourum",1977,1,27,299
"2836","South","Pennisetum macrourum",1979,1,28,156
"2930","South","Pennisetum macrourum",1980,1,29,150
"3624","South","Pennisetum macrourum",1988,1,30,128
"4007","South","Pennisetum macrourum",1993,1,31,143
"4432","South","Pennisetum macrourum",2000,1,32,72
"1348","South","Phyllostachys aurea",1963,1,1,200
"1056","South","Physalis peruviana",1959,1,1,157
"1490","South","Physalis peruviana",1965,2,3,92
"1807","South","Physalis peruviana",1969,2,5,136
"1861","South","Physalis peruviana",1970,1,6,283
"1960","South","Physalis peruviana",1971,1,7,182
"2514","South","Physalis peruviana",1976,1,8,158
"3392","South","Physalis peruviana",1985,1,9,153
"3585","South","Physalis peruviana",1987,1,10,171
"3800","South","Physalis peruviana",1990,1,11,80
"3931","South","Physalis peruviana",1992,1,12,118
"4398","South","Physalis peruviana",1999,1,13,78
"4549","South","Physalis peruviana",2002,1,14,37
"4600","South","Physalis peruviana",2004,1,15,39
"3227","South","Pinus muricata",1983,1,1,76
"3528","South","Pinus muricata",1987,1,2,171
"3689","South","Pinus muricata",1988,1,3,128
"3816","South","Pinus muricata",1990,1,4,80
"3972","South","Pinus muricata",1993,3,7,143
"4099","South","Pinus muricata",1994,1,8,158
"2677","South","Pinus pinaster",1977,1,1,299
"3026","South","Pinus pinaster",1981,1,2,158
"3693","South","Pinus pinaster",1988,3,5,128
"3725","South","Pinus pinaster",1989,2,7,92
"3792","South","Pinus pinaster",1990,1,8,80
"4247","South","Pinus pinaster",1996,1,9,78
"4281","South","Pinus pinaster",1997,1,10,69
"2543","South","Pinus radiata",1976,1,1,158
"3016","South","Pinus radiata",1981,2,3,158
"3131","South","Pinus radiata",1982,1,4,130
"3213","South","Pinus radiata",1983,1,5,76
"3276","South","Pinus radiata",1984,1,6,131
"3503","South","Pinus radiata",1986,1,7,114
"3627","South","Pinus radiata",1988,4,11,128
"3701","South","Pinus radiata",1989,1,12,92
"3977","South","Pinus radiata",1993,1,13,143
"4146","South","Pinus radiata",1995,1,14,48
"4425","South","Pinus radiata",1999,1,15,78
"4546","South","Pinus radiata",2002,1,16,37
"961","South","Plantago coronopus",1958,1,1,191
"1213","South","Plantago coronopus",1962,1,2,124
"1494","South","Plantago coronopus",1965,1,3,92
"1705","South","Plantago coronopus",1968,2,5,139
"1891","South","Plantago coronopus",1970,1,6,283
"2040","South","Plantago coronopus",1972,2,8,218
"2225","South","Plantago coronopus",1973,1,9,261
"2342","South","Plantago coronopus",1974,2,11,142
"2458","South","Plantago coronopus",1975,1,12,253
"2727","South","Plantago coronopus",1977,1,13,299
"3365","South","Plantago coronopus",1985,1,14,153
"3478","South","Plantago coronopus",1986,1,15,114
"3564","South","Plantago coronopus",1987,1,16,171
"3810","South","Plantago coronopus",1990,2,18,80
"3881","South","Plantago coronopus",1991,1,19,114
"4121","South","Plantago coronopus",1994,1,20,158
"4329","South","Plantago coronopus",1998,1,21,68
"4403","South","Plantago coronopus",1999,1,22,78
"1006","South","Plectranthus ciliatus",1958,1,1,191
